"ECR","Player","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17"
"168","Ryan Grant WAS","26.92","25.17","23.514","23.612","BYE","25.65","26.92","22.721","23.613","19.429","23.515","20.625","22.721","20.824","25.74","13.532","20.625"
"169","Jordan Taylor DEN","20.824","22.721","21.623","23.514","BYE","20.625","20.824","23.612","26.92","20.226","18.431","23.514","24.68","22.920","22.322","23.218","23.612"
"170","Cody Core CIN","24.110","19.528","27.71","24.011","21.623","BYE","18.630","22.322","19.827","26.23","13.532","24.011","18.630","25.26","19.429","23.219","24.110"
"171","Mack Hollins PHI","23.218","23.612","20.625","20.824","25.74","24.39","23.218","25.65","13.532","BYE","22.721","25.26","23.613","25.17","20.625","23.514","22.721"
"172","Lucky Whitehead NYJ","21.623","23.514","24.68","19.827","24.011","20.226","24.68","23.317","21.623","23.416","BYE","24.39","23.612","13.532","23.515","20.824","20.226"
"173","Deonte Thompson CHI","23.317","23.416","18.630","27.71","19.429","24.110","24.39","23.515","BYE","27.71","23.219","26.92","25.65","18.431","23.219","24.011","19.429"
"174","Jace Billingsley DET","25.74","20.625","23.317","19.429","24.39","23.515","BYE","18.630","27.71","24.011","25.26","19.429","24.110","23.416","25.26","18.431","27.71"
"175","Trent Taylor SF","24.39","23.613","25.17","25.74","22.322","23.218","22.721","26.92","25.74","20.625","BYE","23.613","25.26","19.528","26.23","19.827","25.17"
"176","Tommylee Lewis NO","19.429","20.226","24.39","24.68","BYE","23.219","27.71","25.26","23.416","21.623","23.218","25.17","24.39","23.317","22.920","23.317","23.416"
"177","Cobi Hamilton PIT","24.011","19.429","25.26","24.110","19.827","23.612","18.431","23.219","BYE","22.322","26.23","27.71","18.431","24.110","20.226","19.528","24.011"
"178","Brenton Bersin CAR","25.65","21.623","23.515","20.226","23.219","26.92","25.26","23.416","23.317","24.68","BYE","22.920","23.515","19.429","27.71","23.416","23.317"
"179","Nick Williams ATL","25.26","27.71","23.219","21.623","BYE","24.68","20.226","22.920","24.39","22.721","23.613","23.416","19.429","23.515","23.416","23.515","24.39"
"180","Jeremy Ross ARI","23.219","22.322","22.721","25.65","26.92","23.416","25.17","BYE","25.65","23.613","19.528","19.827","25.17","26.23","23.218","20.625","23.613"
"181","Damiere Byrd CAR","25.65","21.623","23.515","20.226","23.219","26.92","25.26","23.416","23.317","24.68","BYE","22.920","23.515","19.429","27.71","23.416","23.317"
"182","Corey Fuller NO","19.429","20.226","24.39","24.68","BYE","23.219","27.71","25.26","23.416","21.623","23.218","25.17","24.39","23.317","22.920","23.317","23.416"
"183","Shelton Gibson PHI","23.218","23.612","20.625","20.824","25.74","24.39","23.218","25.65","13.532","BYE","22.721","25.26","23.613","25.17","20.625","23.514","22.721"
"184","Dwayne Harris NYG","22.721","23.219","26.92","23.416","20.824","13.532","23.613","BYE","25.17","25.65","23.612","23.218","23.514","22.721","26.92","25.74","23.218"
"185","Jakeem Grant MIA","23.416","20.824","22.920","23.515","26.23","23.317","22.920","24.110","23.514","24.39","BYE","20.226","13.532","20.226","21.623","23.612","21.623"
"186","Jordan Payton CLE","18.630","24.110","22.322","18.431","22.920","19.528","26.23","19.429","BYE","23.219","19.827","18.431","20.824","27.71","24.110","25.26","18.630"
"187","Josh Huff TB","24.68","25.26","19.429","20.625","20.226","25.74","21.623","24.39","23.515","22.920","BYE","23.317","27.71","23.219","23.317","24.39","23.515"
"188","Josh Bellamy CHI","23.317","23.416","18.630","27.71","19.429","24.110","24.39","23.515","BYE","27.71","23.219","26.92","25.65","18.431","23.219","24.011","19.429"
"189","Keshawn Martin DET","25.74","20.625","23.317","19.429","24.39","23.515","BYE","18.630","27.71","24.011","25.26","19.429","24.110","23.416","25.26","18.431","27.71"
"190","Devin Hester FA","","","","","","","","","","","","","","","","",""
"191","Arrelious Benn JAC","19.528","26.23","24.110","22.920","18.630","25.17","22.322","BYE","18.431","20.824","24.011","25.74","22.322","23.613","19.528","25.65","26.23"
"192","DeAngelo Yancey GB","23.613","23.317","18.431","25.26","22.721","19.429","23.515","BYE","23.219","25.26","24.110","18.630","23.416","24.011","24.39","19.429","23.219"
"193","Brandon Tate BUF","22.920","24.39","13.532","23.317","18.431","BYE","23.416","23.514","22.920","23.515","20.824","23.612","20.226","22.322","24.68","20.226","24.68"
"194","Isaiah Ford MIA","23.416","20.824","22.920","23.515","26.23","23.317","22.920","24.110","23.514","24.39","BYE","20.226","13.532","20.226","21.623","23.612","21.623"
"195","Johnny Holton OAK","26.23","22.920","23.218","13.532","24.110","20.824","23.612","21.623","24.68","BYE","20.226","13.532","20.625","23.612","22.721","26.92","20.824"
"196","Eddie Royal FA","","","","","","","","","","","","","","","","",""
"197","James Jones FA","","","","","","","","","","","","","","","","",""
"198","Jeremy Butler BUF","22.920","24.39","13.532","23.317","18.431","BYE","23.416","23.514","22.920","23.515","20.824","23.612","20.226","22.322","24.68","20.226","24.68"
"199","Rodney Adams MIN","23.515","18.630","23.416","23.219","25.26","27.71","24.110","24.011","BYE","23.218","25.17","23.219","23.317","24.39","18.431","27.71","25.26"
"200","Walter Powell BUF","22.920","24.39","13.532","23.317","18.431","BYE","23.416","23.514","22.920","23.515","20.824","23.612","20.226","22.322","24.68","20.226","24.68"
"201","Harry Douglas TEN","23.514","19.827","23.613","19.528","24.68","22.322","24.011","BYE","24.110","18.431","18.630","22.322","19.528","25.74","25.65","25.17","19.827"
"202","Dezmin Lewis BUF","22.920","24.39","13.532","23.317","18.431","BYE","23.416","23.514","22.920","23.515","20.824","23.612","20.226","22.322","24.68","20.226","24.68"
"203","Tre McBride TEN","23.514","19.827","23.613","19.528","24.68","22.322","24.011","BYE","24.110","18.431","18.630","22.322","19.528","25.74","25.65","25.17","19.827"
"204","Noah Brown DAL","20.625","13.532","25.74","25.17","27.71","BYE","25.65","23.218","23.612","23.317","26.92","20.824","23.218","20.625","23.514","23.613","26.92"
"205","Mario Alford CLE","18.630","24.110","22.322","18.431","22.920","19.528","26.23","19.429","BYE","23.219","19.827","18.431","20.824","27.71","24.110","25.26","18.630"
"206","DeAndre Smelter SF","24.39","23.613","25.17","25.74","22.322","23.218","22.721","26.92","25.74","20.625","BYE","23.613","25.26","19.528","26.23","19.827","25.17"
"207","Josh Malone CIN","24.110","19.528","27.71","24.011","21.623","BYE","18.630","22.322","19.827","26.23","13.532","24.011","18.630","25.26","19.429","23.219","24.110"
"208","Keith Mumphery FA","","","","","","","","","","","","","","","","",""
"209","Quinton Patton NYJ","21.623","23.514","24.68","19.827","24.011","20.226","24.68","23.317","21.623","23.416","BYE","24.39","23.612","13.532","23.515","20.824","20.226"
"210","Isaiah McKenzie DEN","20.824","22.721","21.623","23.514","BYE","20.625","20.824","23.612","26.92","20.226","18.431","23.514","24.68","22.920","22.322","23.218","23.612"
"211","Alex Erickson CIN","24.110","19.528","27.71","24.011","21.623","BYE","18.630","22.322","19.827","26.23","13.532","24.011","18.630","25.26","19.429","23.219","24.110"
"212","Malachi Dupre GB","23.613","23.317","18.431","25.26","22.721","19.429","23.515","BYE","23.219","25.26","24.110","18.630","23.416","24.011","24.39","19.429","23.219"
"213","Bradley Marquez FA","","","","","","","","","","","","","","","","",""
"214","Daniel Braverman CHI","23.317","23.416","18.630","27.71","19.429","24.110","24.39","23.515","BYE","27.71","23.219","26.92","25.65","18.431","23.219","24.011","19.429"
""
""
